Time.[AllTimeKey],Time.[All Time],Time.[PlanningYearKey],Time.[Planning Year],Time.[PlanningQuarterKey],Time.[Planning Quarter],Time.[PlanningMonthKey],Time.[Planning Month],Time.[WeekKey],Time.[Week]
1/1/2001 12:00:00 AM,AllTime,12/28/2026 12:00:00 AM,2027,9/27/2027 12:00:00 AM,Q4-27,11/22/2027 12:00:00 AM,M12-27,11/29/2027 12:00:00 AM,29-Nov-2027
1/1/2001 12:00:00 AM,AllTime,12/28/2026 12:00:00 AM,2027,9/27/2027 12:00:00 AM,Q4-27,11/22/2027 12:00:00 AM,M12-27,12/6/2027 12:00:00 AM,06-Dec-2027
1/1/2001 12:00:00 AM,AllTime,12/28/2026 12:00:00 AM,2027,9/27/2027 12:00:00 AM,Q4-27,11/22/2027 12:00:00 AM,M12-27,12/13/2027 12:00:00 AM,13-Dec-2027
1/1/2001 12:00:00 AM,AllTime,12/28/2026 12:00:00 AM,2027,9/27/2027 12:00:00 AM,Q4-27,11/22/2027 12:00:00 AM,M12-27,12/20/2027 12:00:00 AM,20-Dec-2027
1/1/2001 12:00:00 AM,AllTime,12/27/2027 12:00:00 AM,2028,12/27/2027 12:00:00 AM,Q1-28,12/27/2027 12:00:00 AM,M01-28,12/27/2027 12:00:00 AM,27-Dec-2027
1/1/2001 12:00:00 AM,AllTime,12/27/2027 12:00:00 AM,2028,12/27/2027 12:00:00 AM,Q1-28,12/27/2027 12:00:00 AM,M01-28,1/3/2028 12:00:00 AM,03-Jan-2028
1/1/2001 12:00:00 AM,AllTime,12/27/2027 12:00:00 AM,2028,12/27/2027 12:00:00 AM,Q1-28,12/27/2027 12:00:00 AM,M01-28,1/10/2028 12:00:00 AM,10-Jan-2028
1/1/2001 12:00:00 AM,AllTime,12/27/2027 12:00:00 AM,2028,12/27/2027 12:00:00 AM,Q1-28,12/27/2027 12:00:00 AM,M01-28,1/17/2028 12:00:00 AM,17-Jan-2028
1/1/2001 12:00:00 AM,AllTime,12/27/2027 12:00:00 AM,2028,12/27/2027 12:00:00 AM,Q1-28,1/24/2028 12:00:00 AM,M02-28,1/24/2028 12:00:00 AM,24-Jan-2028
1/1/2001 12:00:00 AM,AllTime,12/27/2027 12:00:00 AM,2028,12/27/2027 12:00:00 AM,Q1-28,1/24/2028 12:00:00 AM,M02-28,1/31/2028 12:00:00 AM,31-Jan-2028
1/1/2001 12:00:00 AM,AllTime,12/27/2027 12:00:00 AM,2028,12/27/2027 12:00:00 AM,Q1-28,1/24/2028 12:00:00 AM,M02-28,2/7/2028 12:00:00 AM,07-Feb-2028
1/1/2001 12:00:00 AM,AllTime,12/27/2027 12:00:00 AM,2028,12/27/2027 12:00:00 AM,Q1-28,1/24/2028 12:00:00 AM,M02-28,2/14/2028 12:00:00 AM,14-Feb-2028
1/1/2001 12:00:00 AM,AllTime,12/27/2027 12:00:00 AM,2028,12/27/2027 12:00:00 AM,Q1-28,2/21/2028 12:00:00 AM,M03-28,2/21/2028 12:00:00 AM,21-Feb-2028
1/1/2001 12:00:00 AM,AllTime,12/27/2027 12:00:00 AM,2028,12/27/2027 12:00:00 AM,Q1-28,2/21/2028 12:00:00 AM,M03-28,2/28/2028 12:00:00 AM,28-Feb-2028
1/1/2001 12:00:00 AM,AllTime,12/27/2027 12:00:00 AM,2028,9/25/2028 12:00:00 AM,Q4-28,9/25/2028 12:00:00 AM,M10-28,10/2/2028 12:00:00 AM,02-Oct-2028
1/1/2001 12:00:00 AM,AllTime,12/27/2027 12:00:00 AM,2028,9/25/2028 12:00:00 AM,Q4-28,9/25/2028 12:00:00 AM,M10-28,10/9/2028 12:00:00 AM,09-Oct-2028
1/1/2001 12:00:00 AM,AllTime,12/27/2027 12:00:00 AM,2028,9/25/2028 12:00:00 AM,Q4-28,9/25/2028 12:00:00 AM,M10-28,10/16/2028 12:00:00 AM,16-Oct-2028
1/1/2001 12:00:00 AM,AllTime,12/27/2027 12:00:00 AM,2028,9/25/2028 12:00:00 AM,Q4-28,10/23/2028 12:00:00 AM,M11-28,10/23/2028 12:00:00 AM,23-Oct-2028
1/1/2001 12:00:00 AM,AllTime,12/27/2027 12:00:00 AM,2028,9/25/2028 12:00:00 AM,Q4-28,10/23/2028 12:00:00 AM,M11-28,10/30/2028 12:00:00 AM,30-Oct-2028
1/1/2001 12:00:00 AM,AllTime,12/27/2027 12:00:00 AM,2028,9/25/2028 12:00:00 AM,Q4-28,10/23/2028 12:00:00 AM,M11-28,11/6/2028 12:00:00 AM,06-Nov-2028
1/1/2001 12:00:00 AM,AllTime,12/27/2027 12:00:00 AM,2028,9/25/2028 12:00:00 AM,Q4-28,10/23/2028 12:00:00 AM,M11-28,11/13/2028 12:00:00 AM,13-Nov-2028
1/1/2001 12:00:00 AM,AllTime,12/27/2027 12:00:00 AM,2028,9/25/2028 12:00:00 AM,Q4-28,10/23/2028 12:00:00 AM,M11-28,11/20/2028 12:00:00 AM,20-Nov-2028
1/1/2001 12:00:00 AM,AllTime,12/27/2027 12:00:00 AM,2028,9/25/2028 12:00:00 AM,Q4-28,11/27/2028 12:00:00 AM,M12-28,11/27/2028 12:00:00 AM,27-Nov-2028
1/1/2001 12:00:00 AM,AllTime,12/27/2027 12:00:00 AM,2028,9/25/2028 12:00:00 AM,Q4-28,11/27/2028 12:00:00 AM,M12-28,12/4/2028 12:00:00 AM,04-Dec-2028
1/1/2001 12:00:00 AM,AllTime,12/27/2027 12:00:00 AM,2028,9/25/2028 12:00:00 AM,Q4-28,11/27/2028 12:00:00 AM,M12-28,12/11/2028 12:00:00 AM,11-Dec-2028
1/1/2001 12:00:00 AM,AllTime,12/27/2027 12:00:00 AM,2028,9/25/2028 12:00:00 AM,Q4-28,11/27/2028 12:00:00 AM,M12-28,12/18/2028 12:00:00 AM,18-Dec-2028
1/1/2001 12:00:00 AM,AllTime,12/27/2027 12:00:00 AM,2028,9/25/2028 12:00:00 AM,Q4-28,11/27/2028 12:00:00 AM,M12-28,12/25/2028 12:00:00 AM,25-Dec-2028
1/1/2001 12:00:00 AM,AllTime,1/1/2029 12:00:00 AM,2029,1/1/2029 12:00:00 AM,Q1-29,1/1/2029 12:00:00 AM,M01-29,1/1/2029 12:00:00 AM,01-Jan-2029
1/1/2001 12:00:00 AM,AllTime,1/1/2029 12:00:00 AM,2029,1/1/2029 12:00:00 AM,Q1-29,1/1/2029 12:00:00 AM,M01-29,1/8/2029 12:00:00 AM,08-Jan-2029
1/1/2001 12:00:00 AM,AllTime,1/1/2029 12:00:00 AM,2029,1/1/2029 12:00:00 AM,Q1-29,1/1/2029 12:00:00 AM,M01-29,1/15/2029 12:00:00 AM,15-Jan-2029
1/1/2001 12:00:00 AM,AllTime,1/1/2029 12:00:00 AM,2029,1/1/2029 12:00:00 AM,Q1-29,1/1/2029 12:00:00 AM,M01-29,1/22/2029 12:00:00 AM,22-Jan-2029
1/1/2001 12:00:00 AM,AllTime,1/1/2029 12:00:00 AM,2029,1/1/2029 12:00:00 AM,Q1-29,1/29/2029 12:00:00 AM,M02-29,1/29/2029 12:00:00 AM,29-Jan-2029
1/1/2001 12:00:00 AM,AllTime,1/1/2029 12:00:00 AM,2029,1/1/2029 12:00:00 AM,Q1-29,1/29/2029 12:00:00 AM,M02-29,2/5/2029 12:00:00 AM,05-Feb-2029
1/1/2001 12:00:00 AM,AllTime,1/1/2029 12:00:00 AM,2029,1/1/2029 12:00:00 AM,Q1-29,1/29/2029 12:00:00 AM,M02-29,2/12/2029 12:00:00 AM,12-Feb-2029
1/1/2001 12:00:00 AM,AllTime,1/1/2029 12:00:00 AM,2029,1/1/2029 12:00:00 AM,Q1-29,1/29/2029 12:00:00 AM,M02-29,2/19/2029 12:00:00 AM,19-Feb-2029
1/1/2001 12:00:00 AM,AllTime,1/1/2029 12:00:00 AM,2029,1/1/2029 12:00:00 AM,Q1-29,2/26/2029 12:00:00 AM,M03-29,2/26/2029 12:00:00 AM,26-Feb-2029
1/1/2001 12:00:00 AM,AllTime,1/1/2029 12:00:00 AM,2029,10/1/2029 12:00:00 AM,Q4-29,10/1/2029 12:00:00 AM,M10-29,10/1/2029 12:00:00 AM,01-Oct-2029
1/1/2001 12:00:00 AM,AllTime,1/1/2029 12:00:00 AM,2029,10/1/2029 12:00:00 AM,Q4-29,10/1/2029 12:00:00 AM,M10-29,10/8/2029 12:00:00 AM,08-Oct-2029
1/1/2001 12:00:00 AM,AllTime,1/1/2029 12:00:00 AM,2029,10/1/2029 12:00:00 AM,Q4-29,10/1/2029 12:00:00 AM,M10-29,10/15/2029 12:00:00 AM,15-Oct-2029
1/1/2001 12:00:00 AM,AllTime,1/1/2029 12:00:00 AM,2029,10/1/2029 12:00:00 AM,Q4-29,10/1/2029 12:00:00 AM,M10-29,10/22/2029 12:00:00 AM,22-Oct-2029
1/1/2001 12:00:00 AM,AllTime,1/1/2029 12:00:00 AM,2029,10/1/2029 12:00:00 AM,Q4-29,10/29/2029 12:00:00 AM,M11-29,10/29/2029 12:00:00 AM,29-Oct-2029
1/1/2001 12:00:00 AM,AllTime,1/1/2029 12:00:00 AM,2029,10/1/2029 12:00:00 AM,Q4-29,10/29/2029 12:00:00 AM,M11-29,11/5/2029 12:00:00 AM,05-Nov-2029
1/1/2001 12:00:00 AM,AllTime,1/1/2029 12:00:00 AM,2029,10/1/2029 12:00:00 AM,Q4-29,10/29/2029 12:00:00 AM,M11-29,11/12/2029 12:00:00 AM,12-Nov-2029
1/1/2001 12:00:00 AM,AllTime,1/1/2029 12:00:00 AM,2029,10/1/2029 12:00:00 AM,Q4-29,10/29/2029 12:00:00 AM,M11-29,11/19/2029 12:00:00 AM,19-Nov-2029
1/1/2001 12:00:00 AM,AllTime,1/1/2029 12:00:00 AM,2029,10/1/2029 12:00:00 AM,Q4-29,11/26/2029 12:00:00 AM,M12-29,11/26/2029 12:00:00 AM,26-Nov-2029
1/1/2001 12:00:00 AM,AllTime,1/1/2029 12:00:00 AM,2029,10/1/2029 12:00:00 AM,Q4-29,11/26/2029 12:00:00 AM,M12-29,12/3/2029 12:00:00 AM,03-Dec-2029
1/1/2001 12:00:00 AM,AllTime,1/1/2029 12:00:00 AM,2029,10/1/2029 12:00:00 AM,Q4-29,11/26/2029 12:00:00 AM,M12-29,12/10/2029 12:00:00 AM,10-Dec-2029
1/1/2001 12:00:00 AM,AllTime,1/1/2029 12:00:00 AM,2029,10/1/2029 12:00:00 AM,Q4-29,11/26/2029 12:00:00 AM,M12-29,12/17/2029 12:00:00 AM,17-Dec-2029
1/1/2001 12:00:00 AM,AllTime,1/1/2029 12:00:00 AM,2029,10/1/2029 12:00:00 AM,Q4-29,11/26/2029 12:00:00 AM,M12-29,12/24/2029 12:00:00 AM,24-Dec-2029
1/1/2001 12:00:00 AM,AllTime,12/31/2029 12:00:00 AM,2030,12/31/2029 12:00:00 AM,Q1-30,12/31/2029 12:00:00 AM,M01-30,12/31/2029 12:00:00 AM,31-Dec-2029
1/1/2001 12:00:00 AM,AllTime,12/31/2029 12:00:00 AM,2030,12/31/2029 12:00:00 AM,Q1-30,12/31/2029 12:00:00 AM,M01-30,1/7/2030 12:00:00 AM,07-Jan-2030
1/1/2001 12:00:00 AM,AllTime,12/31/2029 12:00:00 AM,2030,12/31/2029 12:00:00 AM,Q1-30,12/31/2029 12:00:00 AM,M01-30,1/14/2030 12:00:00 AM,14-Jan-2030
1/1/2001 12:00:00 AM,AllTime,12/31/2029 12:00:00 AM,2030,12/31/2029 12:00:00 AM,Q1-30,12/31/2029 12:00:00 AM,M01-30,1/21/2030 12:00:00 AM,21-Jan-2030
1/1/2001 12:00:00 AM,AllTime,12/31/2029 12:00:00 AM,2030,12/31/2029 12:00:00 AM,Q1-30,1/28/2030 12:00:00 AM,M02-30,1/28/2030 12:00:00 AM,28-Jan-2030
1/1/2001 12:00:00 AM,AllTime,12/31/2029 12:00:00 AM,2030,12/31/2029 12:00:00 AM,Q1-30,1/28/2030 12:00:00 AM,M02-30,2/4/2030 12:00:00 AM,04-Feb-2030
1/1/2001 12:00:00 AM,AllTime,12/31/2029 12:00:00 AM,2030,12/31/2029 12:00:00 AM,Q1-30,1/28/2030 12:00:00 AM,M02-30,2/11/2030 12:00:00 AM,11-Feb-2030
1/1/2001 12:00:00 AM,AllTime,12/31/2029 12:00:00 AM,2030,12/31/2029 12:00:00 AM,Q1-30,1/28/2030 12:00:00 AM,M02-30,2/18/2030 12:00:00 AM,18-Feb-2030
1/1/2001 12:00:00 AM,AllTime,12/31/2029 12:00:00 AM,2030,12/31/2029 12:00:00 AM,Q1-30,2/25/2030 12:00:00 AM,M03-30,2/25/2030 12:00:00 AM,25-Feb-2030
1/1/2001 12:00:00 AM,AllTime,12/31/2029 12:00:00 AM,2030,9/30/2030 12:00:00 AM,Q4-30,9/30/2030 12:00:00 AM,M10-30,10/7/2030 12:00:00 AM,07-Oct-2030
1/1/2001 12:00:00 AM,AllTime,12/31/2029 12:00:00 AM,2030,9/30/2030 12:00:00 AM,Q4-30,9/30/2030 12:00:00 AM,M10-30,10/14/2030 12:00:00 AM,14-Oct-2030
1/1/2001 12:00:00 AM,AllTime,12/31/2029 12:00:00 AM,2030,9/30/2030 12:00:00 AM,Q4-30,9/30/2030 12:00:00 AM,M10-30,10/21/2030 12:00:00 AM,21-Oct-2030
1/1/2001 12:00:00 AM,AllTime,12/31/2029 12:00:00 AM,2030,9/30/2030 12:00:00 AM,Q4-30,10/28/2030 12:00:00 AM,M11-30,10/28/2030 12:00:00 AM,28-Oct-2030
1/1/2001 12:00:00 AM,AllTime,12/31/2029 12:00:00 AM,2030,9/30/2030 12:00:00 AM,Q4-30,10/28/2030 12:00:00 AM,M11-30,11/4/2030 12:00:00 AM,04-Nov-2030
1/1/2001 12:00:00 AM,AllTime,12/31/2029 12:00:00 AM,2030,9/30/2030 12:00:00 AM,Q4-30,10/28/2030 12:00:00 AM,M11-30,11/11/2030 12:00:00 AM,11-Nov-2030
1/1/2001 12:00:00 AM,AllTime,12/31/2029 12:00:00 AM,2030,9/30/2030 12:00:00 AM,Q4-30,10/28/2030 12:00:00 AM,M11-30,11/18/2030 12:00:00 AM,18-Nov-2030
1/1/2001 12:00:00 AM,AllTime,12/31/2029 12:00:00 AM,2030,9/30/2030 12:00:00 AM,Q4-30,11/25/2030 12:00:00 AM,M12-30,11/25/2030 12:00:00 AM,25-Nov-2030
1/1/2001 12:00:00 AM,AllTime,12/31/2029 12:00:00 AM,2030,9/30/2030 12:00:00 AM,Q4-30,11/25/2030 12:00:00 AM,M12-30,12/2/2030 12:00:00 AM,02-Dec-2030
1/1/2001 12:00:00 AM,AllTime,12/31/2029 12:00:00 AM,2030,9/30/2030 12:00:00 AM,Q4-30,11/25/2030 12:00:00 AM,M12-30,12/9/2030 12:00:00 AM,09-Dec-2030
1/1/2001 12:00:00 AM,AllTime,12/31/2029 12:00:00 AM,2030,9/30/2030 12:00:00 AM,Q4-30,11/25/2030 12:00:00 AM,M12-30,12/16/2030 12:00:00 AM,16-Dec-2030
1/1/2001 12:00:00 AM,AllTime,12/31/2029 12:00:00 AM,2030,9/30/2030 12:00:00 AM,Q4-30,11/25/2030 12:00:00 AM,M12-30,12/23/2030 12:00:00 AM,23-Dec-2030
