Sales Domain.[All Sales Domain],Sales Domain.[Division],Sales Domain.[Channel Group],Sales Domain.[Channel],Sales Domain.[Customer Group],Sales Domain.[Sold To]
ALL,ALL,0005992595,0005992595,0005992595,0004497746
ALL,ALL,0005992595,0005992595,0005992595,0004497747
ALL,ALL,0005992595,0005992595,0005992595,0004497748
ALL,ALL,0005992595,0005992595,0005992595,0004497749
ALL,ALL,0005992595,0005992595,0005992595,0004497750
ALL,ALL,0005992595,0005992595,0005992595,0004497751
ALL,ALL,0005992595,0005992595,0005992595,0004497752
ALL,ALL,0005992595,0005992595,0005992595,0004497753
ALL,ALL,0005992595,0005992595,0005992595,0004497754
ALL,ALL,0005992595,0005992595,0005992595,0004497755
ALL,ALL,0005992595,0005992595,0005992595,0004497756
ALL,ALL,0005992595,0005992595,0005992595,0004497757
ALL,ALL,0005992595,0005992595,0005992595,0004497758
ALL,ALL,0005992595,0005992595,0005992595,0004497759
ALL,ALL,0005992595,0005992595,0005992595,0004497760
ALL,ALL,0005992595,0005992595,0005992595,0004497761
ALL,ALL,0005992595,0005992595,0005992595,0004497762
ALL,ALL,0005992595,0005992595,0005992595,0004497763
ALL,ALL,0005992595,0005992595,0005992595,0004497764
ALL,ALL,0005992595,0005992595,0005992595,0004497765
ALL,ALL,0005992595,0005992595,0005992595,0004497766
ALL,ALL,0005992595,0005992595,0005992595,0004497767
ALL,ALL,0005992595,0005992595,0005992595,0004497768
ALL,ALL,0005992595,0005992595,0005992595,0004497769
ALL,ALL,0005992595,0005992595,0005992595,0004497770
ALL,ALL,0005992595,0005992595,0005992595,0004497771
ALL,ALL,0005992595,0005992595,0005992595,0004497772
ALL,ALL,0005992595,0005992595,0005992595,0004497773
ALL,ALL,0005992595,0005992595,0005992595,0004497774
ALL,ALL,0005992595,0005992595,0005992595,0004497775
ALL,ALL,0005992595,0005992595,0005992595,0004497776
ALL,ALL,0005992595,0005992595,0005992595,0004497777
ALL,ALL,0005992595,0005992595,0005992595,0004497778
ALL,ALL,0005992595,0005992595,0005992595,0004497779
ALL,ALL,0005992595,0005992595,0005992595,0004497780
ALL,ALL,0005992595,0005992595,0005992595,0004497781
ALL,ALL,0005992595,0005992595,0005992595,0004497782
ALL,ALL,0005992595,0005992595,0005992595,0004497783
ALL,ALL,0005992595,0005992595,0005992595,0004497784
ALL,ALL,0005992595,0005992595,0005992595,0004497785
ALL,ALL,0005992595,0005992595,0005992595,0004497786
ALL,ALL,0005992595,0005992595,0005992595,0004497787
ALL,ALL,0005992595,0005992595,0005992595,0004497788
ALL,ALL,0005992595,0005992595,0005992595,0004497789
ALL,ALL,0005992595,0005992595,0005992595,0004497790
ALL,ALL,0005992595,0005992595,0005992595,0004497791
ALL,ALL,0005992595,0005992595,0005992595,0004497792
ALL,ALL,0005992595,0005992595,0005992595,0004497793
ALL,ALL,0005992595,0005992595,0005992595,0004497794
ALL,ALL,0005992595,0005992595,0005992595,0004497795
ALL,ALL,0005992595,0005992595,0005992595,0004497796
ALL,ALL,0005992595,0005992595,0005992595,0004497797
ALL,ALL,0005992595,0005992595,0005992595,0004497798
ALL,ALL,0005992595,0005992595,0005992595,0004497799
ALL,ALL,0005992595,0005992595,0005992595,0004497800
ALL,ALL,0005992595,0005992595,0005992595,0004497801
ALL,ALL,0005992595,0005992595,0005992595,0004497802
ALL,ALL,0005992595,0005992595,0005992595,0004497803
ALL,ALL,0005992595,0005992595,0005992595,0004497804
ALL,ALL,0005992595,0005992595,0005992595,0004497805
ALL,ALL,0005992595,0005992595,0005992595,0004497806
ALL,ALL,0005992595,0005992595,0005992595,0004497807
ALL,ALL,0005992595,0005992595,0005992595,0004497808
ALL,ALL,0005992595,0005992595,0005992595,0004497809
ALL,ALL,0005992595,0005992595,0005992595,0004497810
ALL,ALL,0005992595,0005992595,0005992595,0004497811
ALL,ALL,0005992595,0005992595,0005992595,0004497812
ALL,ALL,0005992595,0005992595,0005992595,0004497813
ALL,ALL,0005992595,0005992595,0005992595,0004497814
ALL,ALL,0005992595,0005992595,0005992595,0004497815
ALL,ALL,0005992595,0005992595,0005992595,0004497816
ALL,ALL,0005992595,0005992595,0005992595,0004497817
ALL,ALL,0005992595,0005992595,0005992595,0004497818
ALL,ALL,0005992595,0005992595,0005992595,0004497819
ALL,ALL,0005992595,0005992595,0005992595,0004497820
ALL,ALL,0005992595,0005992595,0005992595,0004497821
ALL,ALL,0005992595,0005992595,0005992595,0004497822
ALL,ALL,0005992595,0005992595,0005992595,0004497823
ALL,ALL,0005992595,0005992595,0005992595,0004497824
ALL,ALL,0005992595,0005992595,0005992595,0004497825
ALL,ALL,0005992595,0005992595,0005992595,0004497826
ALL,ALL,0005992595,0005992595,0005992595,0004497827
ALL,ALL,0005992595,0005992595,0005992595,0004497828
ALL,ALL,0005992595,0005992595,0005992595,0004497829
ALL,ALL,0005992595,0005992595,0005992595,0004497830
ALL,ALL,0005992595,0005992595,0005992595,0004497831
ALL,ALL,0005992595,0005992595,0005992595,0004497832
ALL,ALL,0005992595,0005992595,0005992595,0004497833
ALL,ALL,0005992595,0005992595,0005992595,0004497834
ALL,ALL,0005992595,0005992595,0005992595,0004497835
ALL,ALL,0005992595,0005992595,0005992595,0004497836
ALL,ALL,0005992595,0005992595,0005992595,0004497837
ALL,ALL,0005992595,0005992595,0005992595,0004497838
ALL,ALL,0005992595,0005992595,0005992595,0004497839
ALL,ALL,0005992595,0005992595,0005992595,0004497840
ALL,ALL,0005992595,0005992595,0005992595,0004497841
ALL,ALL,0005992595,0005992595,0005992595,0004497842
ALL,ALL,0005992595,0005992595,0005992595,0004497843
ALL,ALL,0005992595,0005992595,0005992595,0004497844
ALL,ALL,0005992595,0005992595,0005992595,0004497845
ALL,ALL,0005992595,0005992595,0005992595,0004497846
ALL,ALL,0005992595,0005992595,0005992595,0004497847
ALL,ALL,0005992595,0005992595,0005992595,0004497848
ALL,ALL,0005992595,0005992595,0005992595,0004497849
ALL,ALL,0005992595,0005992595,0005992595,0004497850
ALL,ALL,0005992595,0005992595,0005992595,0004497851
ALL,ALL,0005992595,0005992595,0005992595,0004497852
ALL,ALL,0005992595,0005992595,0005992595,0004497853
ALL,ALL,0005992595,0005992595,0005992595,0004497854
ALL,ALL,0005992595,0005992595,0005992595,0004497855
ALL,ALL,0005992595,0005992595,0005992595,0004497856
ALL,ALL,0005992595,0005992595,0005992595,0004497857
ALL,ALL,0005992595,0005992595,0005992595,0004497858
ALL,ALL,0005992595,0005992595,0005992595,0004497859
ALL,ALL,0005992595,0005992595,0005992595,0004497860
ALL,ALL,0005992595,0005992595,0005992595,0004497861
ALL,ALL,0005992595,0005992595,0005992595,0004497862
ALL,ALL,0005992595,0005992595,0005992595,0004497863
ALL,ALL,0005992595,0005992595,0005992595,0004497864
ALL,ALL,0005992595,0005992595,0005992595,0004497865
ALL,ALL,0005992595,0005992595,0005992595,0004497866
ALL,ALL,0005992595,0005992595,0005992595,0004497867
ALL,ALL,0005992595,0005992595,0005992595,0004497868
ALL,ALL,0005992595,0005992595,0005992595,0004497869
ALL,ALL,0005992595,0005992595,0005992595,0004497870
ALL,ALL,0005992595,0005992595,0005992595,0004497871
ALL,ALL,0005992595,0005992595,0005992595,0004497872
ALL,ALL,0005992595,0005992595,0005992595,0004497873
ALL,ALL,0005992595,0005992595,0005992595,0004497874
ALL,ALL,0005992595,0005992595,0005992595,0004497875
ALL,ALL,0005992595,0005992595,0005992595,0004497876
ALL,ALL,0005992595,0005992595,0005992595,0004497877
ALL,ALL,0005992595,0005992595,0005992595,0004497878
ALL,ALL,0005992595,0005992595,0005992595,0004497879
ALL,ALL,0005992595,0005992595,0005992595,0004497880
ALL,ALL,0005992595,0005992595,0005992595,0004497881
ALL,ALL,0005992595,0005992595,0005992595,0004497882
ALL,ALL,0005992595,0005992595,0005992595,0004497883
ALL,ALL,0005992595,0005992595,0005992595,0004497884
ALL,ALL,0005992595,0005992595,0005992595,0004497885
ALL,ALL,0005992595,0005992595,0005992595,0004497886
ALL,ALL,0005992595,0005992595,0005992595,0004497887
ALL,ALL,0005992595,0005992595,0005992595,0004497888
ALL,ALL,0005992595,0005992595,0005992595,0004497889
ALL,ALL,0005992595,0005992595,0005992595,0004497890
ALL,ALL,0005992595,0005992595,0005992595,0004497891
ALL,ALL,0005992595,0005992595,0005992595,0004497892
ALL,ALL,0005992595,0005992595,0005992595,0004497893
ALL,ALL,0005992595,0005992595,0005992595,0004497894
ALL,ALL,0005992595,0005992595,0005992595,0004497895
ALL,ALL,0005992595,0005992595,0005992595,0004497896
ALL,ALL,0005992595,0005992595,0005992595,0004497897
ALL,ALL,0005992595,0005992595,0005992595,0004497898
ALL,ALL,0005992595,0005992595,0005992595,0004497899
ALL,ALL,0005992595,0005992595,0005992595,0004497900
ALL,ALL,0005992595,0005992595,0005992595,0004497901
ALL,ALL,0005992595,0005992595,0005992595,0004497902
ALL,ALL,0005992595,0005992595,0005992595,0004497903
ALL,ALL,0005992595,0005992595,0005992595,0004497904
ALL,ALL,0005992595,0005992595,0005992595,0004497905
ALL,ALL,0005992595,0005992595,0005992595,0004497906
ALL,ALL,0005992595,0005992595,0005992595,0004497907
ALL,ALL,0005992595,0005992595,0005992595,0004497908
ALL,ALL,0005992595,0005992595,0005992595,0004497909
ALL,ALL,0005992595,0005992595,0005992595,0004497910
ALL,ALL,0005992595,0005992595,0005992595,0004497911
ALL,ALL,0005992595,0005992595,0005992595,0004497912
ALL,ALL,0005992595,0005992595,0005992595,0004497913
ALL,ALL,0005992595,0005992595,0005992595,0004497914
ALL,ALL,0005992595,0005992595,0005992595,0004497915
ALL,ALL,0005992595,0005992595,0005992595,0004497916
ALL,ALL,0005992595,0005992595,0005992595,0004497917
ALL,ALL,0005992595,0005992595,0005992595,0004497918
ALL,ALL,0005992595,0005992595,0005992595,0004497919
ALL,ALL,0005992595,0005992595,0005992595,0004497920
ALL,ALL,0005992595,0005992595,0005992595,0004497921
ALL,ALL,0005992595,0005992595,0005992595,0004497922
ALL,ALL,0005992595,0005992595,0005992595,0004497923
ALL,ALL,0005992595,0005992595,0005992595,0004497924
ALL,ALL,0005992595,0005992595,0005992595,0004497925
ALL,ALL,0005992595,0005992595,0005992595,0004497926
ALL,ALL,0005992595,0005992595,0005992595,0004497927
ALL,ALL,0005992595,0005992595,0005992595,0004497928
ALL,ALL,0005992595,0005992595,0005992595,0004497929
ALL,ALL,0005992595,0005992595,0005992595,0004497930
ALL,ALL,0005992595,0005992595,0005992595,0004497931
ALL,ALL,0005992595,0005992595,0005992595,0004497932
ALL,ALL,0005992595,0005992595,0005992595,0004497933
ALL,ALL,0005992595,0005992595,0005992595,0004497934
ALL,ALL,0005992595,0005992595,0005992595,0004497935
ALL,ALL,0005992595,0005992595,0005992595,0004497936
ALL,ALL,0005992595,0005992595,0005992595,0004497937
ALL,ALL,0005992595,0005992595,0005992595,0004497938
ALL,ALL,0005992595,0005992595,0005992595,0004497939
ALL,ALL,0005992595,0005992595,0005992595,0004497940
ALL,ALL,0005992595,0005992595,0005992595,0004497941
ALL,ALL,0005992595,0005992595,0005992595,0004497942
ALL,ALL,0005992595,0005992595,0005992595,0004497943
ALL,ALL,0005992595,0005992595,0005992595,0004497944
ALL,ALL,0005992595,0005992595,0005992595,0004497945
ALL,ALL,0005992595,0005992595,0005992595,0004497946
ALL,ALL,0005992595,0005992595,0005992595,0004497947
ALL,ALL,0005992595,0005992595,0005992595,0004497948
ALL,ALL,0005992595,0005992595,0005992595,0004497949
ALL,ALL,0005992595,0005992595,0005992595,0004497950
ALL,ALL,0005992595,0005992595,0005992595,0004497951
ALL,ALL,0005992595,0005992595,0005992595,0004497952
ALL,ALL,0005992595,0005992595,0005992595,0004497953
ALL,ALL,0005992595,0005992595,0005992595,0004497954
ALL,ALL,0005992595,0005992595,0005992595,0004497955
ALL,ALL,0005992595,0005992595,0005992595,0004497956
ALL,ALL,0005992595,0005992595,0005992595,0004497957
ALL,ALL,0005992595,0005992595,0005992595,0004497958
ALL,ALL,0005992595,0005992595,0005992595,0004497959
ALL,ALL,0005992595,0005992595,0005992595,0004497960
ALL,ALL,0005992595,0005992595,0005992595,0004497961
ALL,ALL,0005992595,0005992595,0005992595,0004497962
ALL,ALL,0005992595,0005992595,0005992595,0004497963
ALL,ALL,0005992595,0005992595,0005992595,0004497964
ALL,ALL,0005992595,0005992595,0005992595,0004497965
ALL,ALL,0005992595,0005992595,0005992595,0004497966
ALL,ALL,0005992595,0005992595,0005992595,0004497967
ALL,ALL,0005992595,0005992595,0005992595,0004497968
ALL,ALL,0005992595,0005992595,0005992595,0004497969
ALL,ALL,0005992595,0005992595,0005992595,0004497970
ALL,ALL,0005992595,0005992595,0005992595,0004497971
ALL,ALL,0005992595,0005992595,0005992595,0004497972
ALL,ALL,0005992595,0005992595,0005992595,0004497973
ALL,ALL,0005992595,0005992595,0005992595,0004497974
ALL,ALL,0005992595,0005992595,0005992595,0004497975
ALL,ALL,0005992595,0005992595,0005992595,0004497976
ALL,ALL,0005992595,0005992595,0005992595,0004497977
ALL,ALL,0005992595,0005992595,0005992595,0004497978
ALL,ALL,0005992595,0005992595,0005992595,0004497979
ALL,ALL,0005992595,0005992595,0005992595,0004497980
ALL,ALL,0005992595,0005992595,0005992595,0004497981
ALL,ALL,0005992595,0005992595,0005992595,0004497982
ALL,ALL,0005992595,0005992595,0005992595,0004497983
ALL,ALL,0005992595,0005992595,0005992595,0004497984
ALL,ALL,0005992595,0005992595,0005992595,0004497985
ALL,ALL,0005992595,0005992595,0005992595,0004497986
ALL,ALL,0005992595,0005992595,0005992595,0004497987
ALL,ALL,0005992595,0005992595,0005992595,0004497988
ALL,ALL,0005992595,0005992595,0005992595,0004497989
ALL,ALL,0005992595,0005992595,0005992595,0004497990
ALL,ALL,0005992595,0005992595,0005992595,0004497991
ALL,ALL,0005992595,0005992595,0005992595,0004497992
ALL,ALL,0005992595,0005992595,0005992595,0004497993
ALL,ALL,0005992595,0005992595,0005992595,0004497994
ALL,ALL,0005992595,0005992595,0005992595,0004497995
ALL,ALL,0005992595,0005992595,0005992595,0004497996
ALL,ALL,0005992595,0005992595,0005992595,0004497997
ALL,ALL,0005992595,0005992595,0005992595,0004497998
ALL,ALL,0005992595,0005992595,0005992595,0004497999
ALL,ALL,0005992595,0005992595,0005992595,0004498000
ALL,ALL,0005992595,0005992595,0005992595,0004498001
ALL,ALL,0005992595,0005992595,0005992595,0004498002
ALL,ALL,0005992595,0005992595,0005992595,0004498003
ALL,ALL,0005992595,0005992595,0005992595,0004498004
ALL,ALL,0005992595,0005992595,0005992595,0004498005
ALL,ALL,0005992595,0005992595,0005992595,0004498006
ALL,ALL,0005992595,0005992595,0005992595,0004498007
ALL,ALL,0005992595,0005992595,0005992595,0004498008
ALL,ALL,0005992595,0005992595,0005992595,0004498009
ALL,ALL,0005992595,0005992595,0005992595,0004498010
ALL,ALL,0005992595,0005992595,0005992595,0004498011
ALL,ALL,0005992595,0005992595,0005992595,0004498012
ALL,ALL,0005992595,0005992595,0005992595,0004498013
ALL,ALL,0005992595,0005992595,0005992595,0004498014
ALL,ALL,0005992595,0005992595,0005992595,0004498015
ALL,ALL,0005992595,0005992595,0005992595,0004498016
ALL,ALL,0005992595,0005992595,0005992595,0004498017
ALL,ALL,0005992595,0005992595,0005992595,0004498018
ALL,ALL,0005992595,0005992595,0005992595,0004498019
ALL,ALL,0005992595,0005992595,0005992595,0004498020
ALL,ALL,0005992595,0005992595,0005992595,0004498021
ALL,ALL,0005992595,0005992595,0005992595,0004498022
ALL,ALL,0005992595,0005992595,0005992595,0004498023
ALL,ALL,0005992595,0005992595,0005992595,0004498024
ALL,ALL,0005992595,0005992595,0005992595,0004498025
ALL,ALL,0005992595,0005992595,0005992595,0004498026
ALL,ALL,0005992595,0005992595,0005992595,0004498027
ALL,ALL,0005992595,0005992595,0005992595,0004498028
ALL,ALL,0005992595,0005992595,0005992595,0004498029
ALL,ALL,0005992595,0005992595,0005992595,0004498030
ALL,ALL,0005992595,0005992595,0005992595,0004498031
ALL,ALL,0005992595,0005992595,0005992595,0004498032
ALL,ALL,0005992595,0005992595,0005992595,0004498033
ALL,ALL,0005992595,0005992595,0005992595,0004498034
ALL,ALL,0005992595,0005992595,0005992595,0004498035
ALL,ALL,0005992595,0005992595,0005992595,0004498036
ALL,ALL,0005992595,0005992595,0005992595,0004498037
ALL,ALL,0005992595,0005992595,0005992595,0004498038
ALL,ALL,0005992595,0005992595,0005992595,0004498039
ALL,ALL,0005992595,0005992595,0005992595,0004498040
ALL,ALL,0005992595,0005992595,0005992595,0004498041
ALL,ALL,0005992595,0005992595,0005992595,0004498042
ALL,ALL,0005992595,0005992595,0005992595,0004498043
ALL,ALL,0005992595,0005992595,0005992595,0004498044
ALL,ALL,0005992595,0005992595,0005992595,0004498045
ALL,ALL,0005992595,0005992595,0005992595,0004498046
ALL,ALL,0005992595,0005992595,0005992595,0004498047
ALL,ALL,0005992595,0005992595,0005992595,0004498048
ALL,ALL,0005992595,0005992595,0005992595,0004498049
ALL,ALL,0005992595,0005992595,0005992595,0004498050
ALL,ALL,0005992595,0005992595,0005992595,0004498051
ALL,ALL,0005992595,0005992595,0005992595,0004498052
ALL,ALL,0005992595,0005992595,0005992595,0004498053
ALL,ALL,0005992595,0005992595,0005992595,0004498054
ALL,ALL,0005992595,0005992595,0005992595,0004498055
ALL,ALL,0005992595,0005992595,0005992595,0004498056
ALL,ALL,0005992595,0005992595,0005992595,0004498057
ALL,ALL,0005992595,0005992595,0005992595,0004498058
ALL,ALL,0005992595,0005992595,0005992595,0004498059
ALL,ALL,0005992595,0005992595,0005992595,0004498060
ALL,ALL,0005992595,0005992595,0005992595,0004498061
ALL,ALL,0005992595,0005992595,0005992595,0004498062
ALL,ALL,0005992595,0005992595,0005992595,0004498063
ALL,ALL,0005992595,0005992595,0005992595,0004498064
ALL,ALL,0005992595,0005992595,0005992595,0004498065
ALL,ALL,0005992595,0005992595,0005992595,0004498066
ALL,ALL,0005992595,0005992595,0005992595,0004498067
ALL,ALL,0005992595,0005992595,0005992595,0004498068
ALL,ALL,0005992595,0005992595,0005992595,0004498069
ALL,ALL,0005992595,0005992595,0005992595,0004498070
ALL,ALL,0005992595,0005992595,0005992595,0004498071
ALL,ALL,0005992595,0005992595,0005992595,0004498072
ALL,ALL,0005992595,0005992595,0005992595,0004498073
ALL,ALL,0005992595,0005992595,0005992595,0004498074
ALL,ALL,0005992595,0005992595,0005992595,0004498075
ALL,ALL,0005992595,0005992595,0005992595,0004498076
ALL,ALL,0005992595,0005992595,0005992595,0004498077
ALL,ALL,0005992595,0005992595,0005992595,0004498078
ALL,ALL,0005992595,0005992595,0005992595,0004498079
ALL,ALL,0005992595,0005992595,0005992595,0004498080
ALL,ALL,0005992595,0005992595,0005992595,0004498081
ALL,ALL,0005992595,0005992595,0005992595,0004498082
ALL,ALL,0005992595,0005992595,0005992595,0004498083
ALL,ALL,0005992595,0005992595,0005992595,0004498084
ALL,ALL,0005992595,0005992595,0005992595,0004498085
ALL,ALL,0005992595,0005992595,0005992595,0004498086
ALL,ALL,0005992595,0005992595,0005992595,0004498087
ALL,ALL,0005992595,0005992595,0005992595,0004498088
ALL,ALL,0005992595,0005992595,0005992595,0004498089
ALL,ALL,0005992595,0005992595,0005992595,0004498090
ALL,ALL,0005992595,0005992595,0005992595,0004498091
ALL,ALL,0005992595,0005992595,0005992595,0004498092
ALL,ALL,0005992595,0005992595,0005992595,0004498093
ALL,ALL,0005992595,0005992595,0005992595,0004498094
ALL,ALL,0005992595,0005992595,0005992595,0004498095
ALL,ALL,0005992595,0005992595,0005992595,0004498096
ALL,ALL,0005992595,0005992595,0005992595,0004498097
ALL,ALL,0005992595,0005992595,0005992595,0004498098
