Item.[Item Life Cycle],Item.[Planning Item],Item.[Planning Item Disc Date]
Non POC,12173298,
Non POC,12173299,
Non POC,12173300,
Non POC,12173301,
Non POC,12173302,
Non POC,12173303,
Non POC,12173304,
Non POC,12173305,
Non POC,12173306,
Non POC,12173307,
Non POC,12173308,
Non POC,12173309,
Non POC,12173310,
Non POC,12173311,
Non POC,12173312,
Non POC,12173313,
Non POC,12173314,
Non POC,12173317,
Non POC,12173320,
Non POC,12173321,
Non POC,12173322,
Non POC,12173458,
Non POC,12173470,
Non POC,12173471,
Non POC,12173472,
Non POC,12173473,
Non POC,12173496,
Non POC,12173497,
Non POC,12173498,
Non POC,12173499,
Non POC,12173500,
Non POC,12173501,
Non POC,12173575,
Non POC,12173633,
Non POC,12173644,
Non POC,12173685,
Non POC,12173748,
Non POC,12173749,
Non POC,12173786,
Non POC,12173794,
Non POC,12173795,
Non POC,12173806,
Non POC,12173900,
Non POC,12173901,
Non POC,12174012,
Non POC,12174013,
Non POC,12174014,
Non POC,12174015,
Non POC,12174016,
Non POC,12174017,
Non POC,12174018,
Non POC,12174019,
Non POC,12174040,
Non POC,12174041,
Non POC,12174042,
Non POC,12174043,
Non POC,12174044,
Non POC,12174045,
Non POC,12174339,
Non POC,12174509,
Non POC,12174550,
Non POC,12174624,
Non POC,12174625,
Non POC,12174626,
Non POC,12174782,
Non POC,12174958,
Non POC,12174959,
Non POC,12174973,
Non POC,12174995,
Non POC,12174996,
Non POC,12174997,
Non POC,12174998,
Non POC,12174999,
Non POC,12175000,
Non POC,12175010,
Non POC,12175011,
Non POC,12175012,
Non POC,12175013,
Non POC,12175014,
Non POC,12175102,
Non POC,12175171,
Non POC,12175172,
Non POC,12175173,
Non POC,12175180,
Non POC,12175293,
Non POC,12175294,
Non POC,12175295,
Non POC,12175296,
Non POC,12175297,
Non POC,12175298,
Non POC,12175299,
Non POC,12175300,
Non POC,12175312,
Non POC,12175313,
Non POC,12175316,
Non POC,12175395,
Non POC,12175396,
Non POC,12175397,
Non POC,12175398,
Non POC,12175404,
Non POC,12175405,
Non POC,12175458,
Non POC,12175468,
Non POC,12175472,
Non POC,12175473,
Non POC,12175768,
Non POC,12175855,
Non POC,12175873,
Non POC,12175907,
Non POC,12175967,
Non POC,12175978,
Non POC,12175979,
Non POC,12176250,
Non POC,12176251,
Non POC,12176252,
Non POC,12176253,
Non POC,12176254,
Non POC,12176255,
Non POC,12176256,
Non POC,12176409,
Non POC,12176448,
Non POC,12176490,
Non POC,12176543,
Non POC,12176544,
Non POC,12176671,
Non POC,12176672,
Non POC,12176673,
Non POC,12176674,
Non POC,12176684,
Non POC,12176694,
Non POC,12176773,
Non POC,12176774,
Non POC,12176859,
Non POC,12176906,
Non POC,12176920,
Non POC,12176922,
Non POC,12177004,
Non POC,12177010,
Non POC,12177011,
Non POC,12177027,
Non POC,12177508,
Non POC,12177531,
Non POC,12177612,
Non POC,12177759,
Non POC,12177934,
Non POC,12177963,
Non POC,12177964,
Non POC,12177966,
Non POC,12177968,
Non POC,12177969,
Non POC,12177990,
Non POC,12177991,
Non POC,12178048,
Non POC,12178060,
Non POC,12178098,
Non POC,12178099,
Non POC,12178106,
Non POC,12178107,
Non POC,12178108,
Non POC,12178130,
Non POC,12178131,
Non POC,12178132,
Non POC,12178142,
Non POC,12178147,
Non POC,12178165,
Non POC,12178218,
Non POC,12178309,
Non POC,12178336,
Non POC,12178337,
Non POC,12178348,
Non POC,12178349,
Non POC,12178350,
Non POC,12178361,
Non POC,12178415,
Non POC,12178529,
Non POC,12178531,
Non POC,12178540,
Non POC,12178547,
Non POC,12178605,
Non POC,12178613,
Non POC,12178713,
Non POC,12178714,
Non POC,12178715,
Non POC,12178769,
Non POC,12178819,
Non POC,12178869,
Non POC,12178910,
Non POC,12179067,
Non POC,12179068,
Non POC,12179115,
Non POC,12179116,
Non POC,12179117,
Non POC,12179118,
Non POC,12179119,
Non POC,12179120,
Non POC,12179121,
Non POC,12179122,
Non POC,12179130,
Non POC,12179131,
Non POC,12179132,
Non POC,12179133,
Non POC,12179134,
Non POC,12179135,
Non POC,12179136,
Non POC,12179137,
Non POC,12179144,
Non POC,12179158,
Non POC,12179159,
Non POC,12179226,
Non POC,12179229,
Non POC,12179255,
Non POC,12179261,
Non POC,12179262,
Non POC,12179263,
Non POC,12179499,
Non POC,12179513,
Non POC,12179514,
Non POC,12179597,
Non POC,12179749,
Non POC,12179801,
Non POC,12179802,
Non POC,12179809,
Non POC,12179810,
Non POC,12179811,
Non POC,12179820,
Non POC,12179883,
Non POC,12179884,
Non POC,12179899,
Non POC,12179900,
Non POC,12179904,
Non POC,12179906,
Non POC,12179908,
Non POC,12180212,
Non POC,12180213,
Non POC,12180214,
Non POC,12180267,
Non POC,12180268,
Non POC,12180294,
Non POC,12180392,
Non POC,12180402,
Non POC,12180403,
Non POC,12180404,
Non POC,12180405,
Non POC,12180410,
Non POC,12180411,
Non POC,12180412,
Non POC,12180486,
Non POC,12180503,
Non POC,12180504,
Non POC,12180613,
Non POC,12180616,
Non POC,12180623,
Non POC,12180656,
Non POC,12180661,
Non POC,12180662,
Non POC,12180663,
Non POC,12180664,
Non POC,12180665,
Non POC,12180666,
Non POC,12180873,
Non POC,12180878,
Non POC,12180902,
Non POC,12180918,
Non POC,12180985,
Non POC,12180986,
Non POC,12180987,
Non POC,12180988,
Non POC,12180989,
Non POC,12180996,
Non POC,12181000,
Non POC,12181003,
Non POC,12181004,
Non POC,12181011,
Non POC,12181019,
Non POC,12181020,
Non POC,12181030,
Non POC,12181031,
Non POC,12181369,
Non POC,12181380,
Non POC,12181417,
Non POC,12181451,
Non POC,12181452,
Non POC,12181650,
Non POC,12181768,
Non POC,12181776,
Non POC,12181788,
Non POC,12181880,
Non POC,12181884,
Non POC,12181918,
Non POC,12182155,
Non POC,12182156,
Non POC,12182157,
Non POC,12182158,
Non POC,12182159,
Non POC,12182186,
Non POC,12182187,
Non POC,12182190,
Non POC,12182191,
Non POC,12182285,
Non POC,12182299,
Non POC,12182302,
Non POC,12182323,
Non POC,12182324,
Non POC,12182329,
Non POC,12182762,
Non POC,12182779,
Non POC,12182791,
Non POC,12182792,
Non POC,12182793,
Non POC,12182794,
Non POC,12182795,
Non POC,12182796,
Non POC,12182797,
Non POC,12182798,
Non POC,12182799,
Non POC,12182820,
Non POC,12182821,
Non POC,12182822,
Non POC,12182823,
Non POC,12182824,
Non POC,12182825,
Non POC,12182826,
Non POC,12182989,
Non POC,12183339,
Non POC,12183381,
Non POC,12183382,
Non POC,12183383,
Non POC,12183385,
Non POC,12183387,
Non POC,12183389,
Non POC,12183392,
Non POC,12183393,
Non POC,12183395,
Non POC,12183396,
Non POC,12183397,
Non POC,12183398,
Non POC,12183399,
Non POC,12183400,
Non POC,12183401,
Non POC,12183402,
Non POC,12183404,
Non POC,12183414,
Non POC,12183509,
Non POC,12183554,
Non POC,12183635,
Non POC,12183636,
Non POC,12183641,
Non POC,12183642,
Non POC,12183643,
Non POC,12183657,
Non POC,12183738,
Non POC,12183739,
Non POC,12183746,
Non POC,12183747,
Non POC,12183748,
Non POC,12183752,
Non POC,12183753,
Non POC,12183754,
Non POC,12183755,
Non POC,12183757,
Non POC,12183758,
Non POC,12183759,
Non POC,12183760,
Non POC,12183828,
Non POC,12183829,
Non POC,12183842,
Non POC,12183843,
Non POC,12183844,
Non POC,12183845,
Non POC,12183957,
Non POC,12183963,
Non POC,12184029,
Non POC,12184043,
Non POC,12184278,
Non POC,12184279,
Non POC,12184310,
Non POC,12184311,
Non POC,12184312,
Non POC,12184313,
Non POC,12184325,
Non POC,12184518,
Non POC,12184519,
Non POC,12184550,
Non POC,12184604,
Non POC,12184605,
Non POC,12184606,
Non POC,12184607,
Non POC,12184608,
Non POC,12184609,
Non POC,12184680,
Non POC,12184681,
Non POC,12184682,
Non POC,12184683,
Non POC,12184684,
Non POC,12184685,
Non POC,12184686,
Non POC,12184687,
Non POC,12184688,
Non POC,12184689,
Non POC,12184690,
Non POC,12184691,
Non POC,12184692,
Non POC,12184747,
Non POC,12184748,
Non POC,12184749,
Non POC,12184752,
Non POC,12184757,
Non POC,12184767,
Non POC,12184768,
Non POC,12184769,
Non POC,12184770,
Non POC,12184771,
Non POC,12184772,
Non POC,12184781,
Non POC,12184993,
Non POC,12185019,
Non POC,12185020,
Non POC,12185022,
Non POC,12185023,
Non POC,12185120,
Non POC,12185230,
Non POC,12185231,
Non POC,12185232,
Non POC,12185233,
Non POC,12185305,
Non POC,12185306,
Non POC,12185307,
Non POC,12185308,
Non POC,12185309,
Non POC,12185329,
Non POC,12185330,
Non POC,12185331,
Non POC,12185350,
Non POC,12185444,
Non POC,12185445,
Non POC,12185446,
Non POC,12185557,
Non POC,12185573,
Non POC,12185646,
Non POC,12185647,
Non POC,12185650,
Non POC,12185651,
Non POC,12185656,
Non POC,12185657,
Non POC,12185658,
Non POC,12185687,
Non POC,12185688,
Non POC,12185689,
Non POC,12185709,
Non POC,12185725,
Non POC,12185734,
Non POC,12185741,
Non POC,12185852,
Non POC,12185853,
Non POC,12185854,
Non POC,12185855,
Non POC,12185928,
Non POC,12185980,
Non POC,12186068,
Non POC,12186069,
Non POC,12186070,
Non POC,12186071,
Non POC,12186118,
Non POC,12186119,
Non POC,12186151,
Non POC,12186152,
Non POC,12186153,
Non POC,12186154,
Non POC,12186155,
Non POC,12186156,
Non POC,12186322,
Non POC,12186433,
Non POC,12186442,
Non POC,12186443,
Non POC,12186444,
Non POC,12186679,
Non POC,12186732,
Non POC,12186827,
Non POC,12186908,
Non POC,12186909,
Non POC,12186914,
Non POC,12186915,
Non POC,12186916,
Non POC,12186917,
Non POC,12186930,
Non POC,12186931,
Non POC,12187267,
Non POC,12187268,
Non POC,12187269,
Non POC,12187319,
Non POC,12187337,
Non POC,12187338,
Non POC,12187354,
Non POC,12187356,
Non POC,12187357,
Non POC,12187358,
Non POC,12187359,
Non POC,12187364,
Non POC,12187365,
Non POC,12187367,
Non POC,12187368,
Non POC,12187369,
Non POC,12187370,
Non POC,12187371,
Non POC,12187372,
Non POC,12187373,
Non POC,12187374,
Non POC,12187375,
Non POC,12187377,
Non POC,12187380,
Non POC,12187381,
Non POC,12187385,
Non POC,12187386,
Non POC,12187387,
Non POC,12187390,
Non POC,12187391,
Non POC,12187499,
Non POC,12187506,
Non POC,12187511,
Non POC,12187512,
Non POC,12187657,
Non POC,12187726,
Non POC,12187728,
Non POC,12187734,
Non POC,12187735,
Non POC,12187736,
Non POC,12187737,
Non POC,12187738,
Non POC,12187739,
Non POC,12187753,
Non POC,12187762,
Non POC,12187763,
Non POC,12187764,
Non POC,12187765,
Non POC,12187883,
Non POC,12187884,
Non POC,12187952,
Non POC,12187971,
Non POC,12187983,
Non POC,12188024,
Non POC,12188056,
Non POC,12188057,
Non POC,12188125,
Non POC,12188343,
Non POC,12188351,
Non POC,12188361,
Non POC,12188362,
Non POC,12188363,
Non POC,12188664,
Non POC,12188947,
Non POC,12188948,
Non POC,12188949,
Non POC,12188960,
Non POC,12188987,
Non POC,12189006,
Non POC,12189032,
Non POC,12189033,
Non POC,12189034,
Non POC,12189088,
Non POC,12189089,
Non POC,12189145,
Non POC,12189150,
Non POC,12189238,
Non POC,12189272,
Non POC,12189278,
Non POC,12189281,
Non POC,12189282,
Non POC,12189283,
Non POC,12189284,
Non POC,12189285,
Non POC,12189286,
Non POC,12189322,
Non POC,12189364,
Non POC,12189426,
Non POC,12189443,
Non POC,12189464,
Non POC,12189538,
Non POC,12189564,
Non POC,12189589,
Non POC,12189593,
Non POC,12189594,
Non POC,12189595,
Non POC,12189615,
Non POC,12189620,
Non POC,12189621,
Non POC,12189622,
Non POC,12189623,
Non POC,12189644,
Non POC,12189648,
Non POC,12189696,
Non POC,12189874,
Non POC,12190002,
Non POC,12190015,
Non POC,12190083,
Non POC,12190084,
Non POC,12190085,
Non POC,12190086,
Non POC,12190088,
Non POC,12190148,
Non POC,12190149,
Non POC,12190154,
Non POC,12190156,
Non POC,12190177,
Non POC,12190179,
Non POC,12190200,
Non POC,12190201,
Non POC,12190202,
Non POC,12190203,
Non POC,12190204,
Non POC,12190208,
Non POC,12190229,
Non POC,12190374,
Non POC,12190392,
Non POC,12190400,
Non POC,12190547,
Non POC,12190684,
Non POC,12190696,
Non POC,12190720,
Non POC,12190793,
Non POC,12190887,
Non POC,12190932,
Non POC,12191003,
Non POC,12191017,
Non POC,12191022,
Non POC,12191023,
Non POC,12191041,
Non POC,12191044,
Non POC,12191045,
Non POC,12191046,
Non POC,12191047,
Non POC,12191070,
Non POC,12191071,
Non POC,12191086,
Non POC,12191099,
Non POC,12191159,
Non POC,12191161,
Non POC,12191162,
Non POC,12191356,
Non POC,12191375,
Non POC,12191502,
Non POC,12191503,
Non POC,12191569,
Non POC,12191574,
Non POC,12191590,
Non POC,12191605,
Non POC,12191606,
Non POC,12191607,
Non POC,12191656,
Non POC,12191657,
Non POC,12191707,
Non POC,12191900,
Non POC,12191902,
Non POC,12191903,
Non POC,12191904,
Non POC,12191905,
Non POC,12191906,
Non POC,12191907,
Non POC,12192109,
Non POC,12192217,
Non POC,12192219,
Non POC,12192226,
Non POC,12192227,
Non POC,12192244,
Non POC,12192253,
Non POC,12192254,
Non POC,12192255,
Non POC,12192269,
Non POC,12192277,
Non POC,12192278,
Non POC,12192280,
Non POC,12192281,
Non POC,12192282,
Non POC,12192284,
Non POC,12192312,
Non POC,12192422,
Non POC,12192496,
Non POC,12192497,
Non POC,12192541,
Non POC,12192542,
Non POC,12192543,
Non POC,12192640,
Non POC,12192641,
Non POC,12192765,
Non POC,12192798,
Non POC,12192799,
Non POC,12192840,
Non POC,12192842,
Non POC,12192843,
Non POC,12192942,
Non POC,12192943,
Non POC,12193037,
Non POC,12193137,
Non POC,12193255,
Non POC,12193256,
Non POC,12193257,
Non POC,12193374,
Non POC,12193375,
Non POC,12193558,
Non POC,12193622,
Non POC,12193624,
Non POC,12193640,
Non POC,12193641,
Non POC,12193642,
Non POC,12193643,
Non POC,12193644,
Non POC,12193645,
Non POC,12193697,
Non POC,12193798,
Non POC,12193805,
Non POC,12193939,
Non POC,12193947,
Non POC,12193948,
Non POC,12193951,
Non POC,12193953,
Non POC,12193954,
Non POC,12193955,
Non POC,12193956,
Non POC,12193957,
Non POC,12193958,
Non POC,12193960,
Non POC,12193970,
Non POC,12194038,
Non POC,12194039,
Non POC,12194075,
Non POC,12194091,
Non POC,12194092,
Non POC,12194100,
Non POC,12194101,
Non POC,12194155,
Non POC,12194156,
Non POC,12194157,
Non POC,12194158,
Non POC,12194159,
Non POC,12194176,
Non POC,12194177,
Non POC,12194190,
Non POC,12194191,
Non POC,12194195,
Non POC,12194329,
Non POC,12194341,
Non POC,12194371,
Non POC,12194390,
Non POC,12194391,
Non POC,12194392,
Non POC,12194393,
Non POC,12194394,
Non POC,12194483,
Non POC,12194484,
Non POC,12194485,
Non POC,12194486,
Non POC,12194487,
Non POC,12194500,
Non POC,12194501,
Non POC,12194568,
Non POC,12194569,
Non POC,12194607,
Non POC,12194608,
Non POC,12194610,
Non POC,12194617,
Non POC,12194618,
Non POC,12194619,
Non POC,12194667,
Non POC,12194668,
Non POC,12194669,
Non POC,12194670,
Non POC,12195091,
Non POC,12195092,
Non POC,12195148,
Non POC,12195154,
Non POC,12195155,
Non POC,12195172,
Non POC,12195175,
Non POC,12195176,
Non POC,12195177,
Non POC,12195178,
Non POC,12195286,
Non POC,12195315,
Non POC,12195316,
Non POC,12195318,
Non POC,12195341,
Non POC,12195403,
Non POC,12195450,
Non POC,12195578,
Non POC,12195581,
Non POC,12195586,
Non POC,12195592,
Non POC,12195593,
Non POC,12195602,
Non POC,12195620,
Non POC,12195647,
Non POC,12195648,
Non POC,12195649,
Non POC,12195650,
Non POC,12195685,
Non POC,12195688,
Non POC,12195690,
Non POC,12195700,
Non POC,12195702,
Non POC,12195703,
Non POC,12195704,
Non POC,12195757,
Non POC,12195773,
Non POC,12195796,
Non POC,12195828,
Non POC,12195829,
Non POC,12195876,
Non POC,12195877,
Non POC,12195878,
Non POC,12195890,
Non POC,12195910,
Continous Data,12195913,
Non POC,12195925,
Non POC,12195926,
Non POC,12195927,
Non POC,12195928,
Non POC,12195986,
Non POC,12196132,
Non POC,12196133,
Non POC,12196142,
Non POC,12196150,
Non POC,12196268,
Non POC,12196269,
Non POC,12196325,
Non POC,12196330,
Non POC,12196331,
Non POC,12196332,
Non POC,12196333,
Non POC,12196407,
Non POC,12196408,
Non POC,12196409,
Non POC,12196413,
Non POC,12196414,
Non POC,12196415,
Non POC,12196416,
Non POC,12196417,
Non POC,12196418,
Non POC,12196421,
Non POC,12196427,
Non POC,12196428,
Non POC,12196429,
Non POC,12196440,
Non POC,12196441,
Non POC,12196442,
Non POC,12196443,
Non POC,12196444,
Non POC,12196447,
Non POC,12196448,
Non POC,12196449,
Non POC,12196450,
Non POC,12196451,
Non POC,12196452,
Non POC,12196453,
Non POC,12196454,
Non POC,12196455,
Non POC,12196456,
Non POC,12196457,
Non POC,12196458,
Non POC,12196459,
Non POC,12196460,
Non POC,12196461,
Non POC,12196462,
Non POC,12196463,
Non POC,12196464,
Non POC,12196465,
Non POC,12196466,
Non POC,12196467,
Non POC,12196468,
Non POC,12196469,
Non POC,12196470,
Non POC,12196471,
Non POC,12196472,
Non POC,12196473,
Non POC,12196474,
Non POC,12196475,
Non POC,12196476,
Non POC,12196477,
Non POC,12196478,
Non POC,12196479,
Non POC,12196480,
Non POC,12196481,
Non POC,12196482,
Non POC,12196483,
Non POC,12196484,
Non POC,12196485,
Non POC,12196486,
Non POC,12196487,
Non POC,12196488,
Non POC,12196489,
Non POC,12196490,
Non POC,12196491,
Non POC,12196492,
Non POC,12196493,
Non POC,12196494,
Non POC,12196495,
Non POC,12196496,
Non POC,12196497,
Non POC,12196498,
Non POC,12196499,
Non POC,12196500,
Non POC,12196501,
Non POC,12196502,
Non POC,12196503,
Non POC,12196504,
Non POC,12196505,
Non POC,12196506,
Non POC,12196507,
Non POC,12196508,
Non POC,12196509,
Non POC,12196510,
Non POC,12196511,
Non POC,12196512,
Non POC,12196513,
Non POC,12196514,
Non POC,12196515,
Non POC,12196516,
Non POC,12196517,
Non POC,12196518,
Non POC,12196519,
Non POC,12196520,
Non POC,12196521,
Non POC,12196522,
Non POC,12196523,
Non POC,12196524,
Non POC,12196525,
Non POC,12196526,
Non POC,12196527,
Non POC,12196528,
Non POC,12196529,
Non POC,12196530,
Non POC,12196531,
Non POC,12196532,
Non POC,12196533,
Non POC,12196534,
Non POC,12196535,
Non POC,12196536,
Non POC,12196537,
Non POC,12196538,
Non POC,12196539,
Non POC,12196540,
Non POC,12196541,
Non POC,12196542,
Non POC,12196543,
Non POC,12196544,
Non POC,12196545,
Non POC,12196546,
Non POC,12196547,
Non POC,12196548,
Non POC,12196549,
Non POC,12196550,
Non POC,12196551,
Non POC,12196552,
Non POC,12196553,
Non POC,12196554,
Non POC,12196555,
Non POC,12196556,
Non POC,12196557,
Non POC,12196558,
Non POC,12196559,
Non POC,12196560,
Non POC,12196561,
Non POC,12196562,
Non POC,12196563,
Non POC,12196564,
Non POC,12196565,
Non POC,12196566,
Non POC,12196567,
Non POC,12196568,
Non POC,12196569,
Non POC,12196570,
Non POC,12196571,
Non POC,12196572,
Non POC,12196573,
